Date,Close
5/11/2018 16:00:00,113.13
5/14/2018 16:00:00,112.97
5/15/2018 16:00:00,111.79
5/16/2018 16:00:00,114.69
5/17/2018 16:00:00,115.12
5/18/2018 16:00:00,114.83
5/21/2018 16:00:00,115.86
5/22/2018 16:00:00,115.04
5/23/2018 16:00:00,113.91
5/24/2018 16:00:00,114
5/25/2018 16:00:00,112.62
5/29/2018 16:00:00,110.71
5/30/2018 16:00:00,115.02
5/31/2018 16:00:00,113.79
6/1/2018 16:00:00,113.09
6/4/2018 16:00:00,114.26
6/5/2018 16:00:00,115.18
6/6/2018 16:00:00,120.53
6/7/2018 16:00:00,116.32
6/8/2018 16:00:00,117.57
6/11/2018 16:00:00,117.18
6/12/2018 16:00:00,115.56
6/13/2018 16:00:00,114.8
6/14/2018 16:00:00,115.97
6/15/2018 16:00:00,116.81
6/18/2018 16:00:00,113.52
6/19/2018 16:00:00,110.29
6/20/2018 16:00:00,109.67
6/21/2018 16:00:00,110.11
6/22/2018 16:00:00,111.4
6/25/2018 16:00:00,109.54
6/26/2018 16:00:00,109.56
6/27/2018 16:00:00,108.29
6/28/2018 16:00:00,106.84
6/29/2018 16:00:00,109
7/2/2018 16:00:00,107.43
7/3/2018 13:00:00,107.88
7/5/2018 16:00:00,106.54
7/6/2018 16:00:00,106.7
7/9/2018 16:00:00,107.09
7/10/2018 16:00:00,108.62
7/11/2018 16:00:00,106.85
7/12/2018 16:00:00,108.42
7/13/2018 16:00:00,110.05
7/16/2018 16:00:00,110.6
7/17/2018 16:00:00,108.67
7/18/2018 16:00:00,110.27
7/19/2018 16:00:00,110.1
7/20/2018 16:00:00,111.07
7/23/2018 16:00:00,111.28
7/24/2018 16:00:00,111.18
7/25/2018 16:00:00,112.01
7/26/2018 16:00:00,109.34
7/27/2018 16:00:00,109.98
7/30/2018 16:00:00,110.62
7/31/2018 16:00:00,110.62
8/1/2018 16:00:00,109.82
8/2/2018 16:00:00,107.75
8/3/2018 16:00:00,109.9
8/6/2018 16:00:00,108.78
8/7/2018 16:00:00,109.89
8/8/2018 16:00:00,110.63
8/9/2018 16:00:00,119.89
8/10/2018 16:00:00,117.15
8/13/2018 16:00:00,118.76
8/14/2018 16:00:00,119.02
8/15/2018 16:00:00,116.96
8/16/2018 16:00:00,118.6
8/17/2018 16:00:00,118.58
8/20/2018 16:00:00,119.98
8/21/2018 16:00:00,121.68
8/22/2018 16:00:00,122.15
8/23/2018 16:00:00,122.33
8/24/2018 16:00:00,124.5
8/27/2018 16:00:00,125.91
8/28/2018 16:00:00,126.4
8/29/2018 16:00:00,125.55
8/30/2018 16:00:00,124.99
8/31/2018 16:00:00,124.27
9/4/2018 16:00:00,121.97
9/5/2018 16:00:00,120.57
9/6/2018 16:00:00,119.85
9/7/2018 16:00:00,119.6
9/10/2018 16:00:00,120.5
9/11/2018 16:00:00,120.42
9/12/2018 16:00:00,122.14
9/13/2018 16:00:00,122.87
9/14/2018 16:00:00,122.31
9/17/2018 16:00:00,121.31
9/18/2018 16:00:00,122.7
9/19/2018 16:00:00,122
9/20/2018 16:00:00,123.7
9/21/2018 16:00:00,123.72
9/24/2018 16:00:00,122.47
9/25/2018 16:00:00,123.93
9/26/2018 16:00:00,122.64
9/27/2018 16:00:00,122.94
9/28/2018 16:00:00,122.16
10/1/2018 16:00:00,123.61
10/2/2018 16:00:00,123.02
10/3/2018 16:00:00,123.49
10/4/2018 16:00:00,120.46
10/5/2018 16:00:00,119.59
10/8/2018 16:00:00,118.87
10/9/2018 16:00:00,117.41
10/10/2018 16:00:00,111.55
10/11/2018 16:00:00,111.28
10/12/2018 16:00:00,111.7
10/15/2018 16:00:00,112.96
10/16/2018 16:00:00,116.15
10/17/2018 16:00:00,116.31
10/18/2018 16:00:00,113.39
10/19/2018 16:00:00,116.71
10/22/2018 16:00:00,115.2
10/23/2018 16:00:00,114.47
10/24/2018 16:00:00,113.44
10/25/2018 16:00:00,117.79
10/26/2018 16:00:00,116.19
10/29/2018 16:00:00,116.2
10/30/2018 16:00:00,115.23
10/31/2018 16:00:00,117.89
11/1/2018 16:00:00,116.69
11/2/2018 16:00:00,118.23
11/5/2018 16:00:00,118.3
11/6/2018 16:00:00,118.01
11/7/2018 16:00:00,114.51
11/8/2018 16:00:00,114.12
11/9/2018 16:00:00,116.1
11/12/2018 16:00:00,113.66
11/13/2018 16:00:00,116.26
11/14/2018 16:00:00,116.54
11/15/2018 16:00:00,117.14
11/16/2018 16:00:00,117.03
11/19/2018 16:00:00,114.35
11/20/2018 16:00:00,113.15
11/21/2018 16:00:00,116.34
11/23/2018 13:00:00,114.8
11/26/2018 16:00:00,113.07
11/27/2018 16:00:00,112.61
11/28/2018 16:00:00,113.95
11/29/2018 16:00:00,112.85
11/30/2018 16:00:00,110.72
12/3/2018 16:00:00,112.24
12/4/2018 16:00:00,110.64
12/6/2018 16:00:00,110.59
12/7/2018 16:00:00,111.13
12/10/2018 16:00:00,110.02
12/11/2018 16:00:00,111.86
12/12/2018 16:00:00,113.11
12/13/2018 16:00:00,113.5
12/14/2018 16:00:00,109.75
12/17/2018 16:00:00,105.3
12/18/2018 16:00:00,105.72
12/19/2018 16:00:00,105.41
12/20/2018 16:00:00,104.56
12/21/2018 16:00:00,103.74
12/24/2018 13:00:00,103.99
12/26/2018 16:00:00,104.81
12/27/2018 16:00:00,103.5
12/28/2018 16:00:00,104.35
12/31/2018 16:00:00,104.34
1/2/2019 16:00:00,104.89
1/3/2019 16:00:00,104.53
1/4/2019 16:00:00,108.78
1/7/2019 16:00:00,109.1
1/8/2019 16:00:00,111.32
1/9/2019 16:00:00,112.1
1/10/2019 16:00:00,112.64
1/11/2019 16:00:00,112.9
1/14/2019 16:00:00,113.33
1/15/2019 16:00:00,113.89
1/16/2019 16:00:00,113.02
1/17/2019 16:00:00,114.32
1/18/2019 16:00:00,116.18
1/22/2019 16:00:00,116.28
1/23/2019 16:00:00,118.02
1/24/2019 16:00:00,114.33
1/25/2019 16:00:00,116.4
1/28/2019 16:00:00,116.31
1/29/2019 16:00:00,116.6
1/30/2019 16:00:00,118.47
1/31/2019 16:00:00,119.02
2/1/2019 16:00:00,114.3
2/4/2019 16:00:00,112.68
2/5/2019 16:00:00,115.67
2/6/2019 16:00:00,114.77
2/7/2019 16:00:00,113.5
2/8/2019 16:00:00,112.86
2/11/2019 16:00:00,112.4
2/12/2019 16:00:00,114.32
2/13/2019 16:00:00,112.3
2/14/2019 16:00:00,111.39
2/15/2019 16:00:00,112.8
2/19/2019 16:00:00,114.55
2/20/2019 16:00:00,115.22
2/21/2019 16:00:00,115.11
2/22/2019 16:00:00,115.9
2/25/2019 16:00:00,119.41
2/26/2019 16:00:00,122.15
2/27/2019 16:00:00,121.32
2/28/2019 16:00:00,121.4
3/1/2019 16:00:00,123.17
3/4/2019 16:00:00,122.24
3/5/2019 16:00:00,122.52
3/6/2019 16:00:00,123.15
3/7/2019 16:00:00,120.66
3/8/2019 16:00:00,118.68
3/11/2019 16:00:00,119.89
3/12/2019 16:00:00,119.34
3/13/2019 16:00:00,116.01
3/14/2019 16:00:00,120.35
3/15/2019 16:00:00,120.41
3/18/2019 16:00:00,118.09
3/19/2019 16:00:00,119.1
3/20/2019 16:00:00,119.92
3/21/2019 16:00:00,118.81
3/22/2019 16:00:00,118.56
3/25/2019 16:00:00,120.32
3/26/2019 16:00:00,120.81
3/27/2019 16:00:00,120.7
3/28/2019 16:00:00,120.78
3/29/2019 16:00:00,121.85
4/1/2019 16:00:00,123
4/2/2019 16:00:00,124.53
4/3/2019 16:00:00,125.66
4/4/2019 16:00:00,127.2
4/5/2019 16:00:00,127.79
4/8/2019 16:00:00,126.4
4/9/2019 16:00:00,126.4
4/10/2019 16:00:00,127.79
4/11/2019 16:00:00,126.76
4/12/2019 16:00:00,127.16
4/15/2019 16:00:00,128.21
4/16/2019 16:00:00,129.5
4/17/2019 16:00:00,129.8
4/18/2019 16:00:00,130.29
4/22/2019 16:00:00,130.95
4/23/2019 16:00:00,129.85
4/24/2019 16:00:00,128.59
4/25/2019 16:00:00,127.64
4/26/2019 16:00:00,127.97
4/29/2019 16:00:00,127.64
4/30/2019 16:00:00,128.54
5/1/2019 16:00:00,127.43
5/2/2019 16:00:00,127.8
5/3/2019 16:00:00,139.56
5/6/2019 16:00:00,142.49
5/7/2019 16:00:00,139.48
5/8/2019 16:00:00,144.29
