Date,Close
2/12/2019 16:00:00,175.55
2/13/2019 16:00:00,172.02
2/14/2019 16:00:00,176.52
2/15/2019 16:00:00,178.19
2/19/2019 16:00:00,181.3
2/20/2019 16:00:00,179.21
2/21/2019 16:00:00,178.47
2/22/2019 16:00:00,183.63
2/25/2019 16:00:00,187.5
2/26/2019 16:00:00,185.03
2/27/2019 16:00:00,189.2
2/28/2019 16:00:00,189.15
3/1/2019 16:00:00,191.52
3/4/2019 16:00:00,186.47
3/5/2019 16:00:00,187.5
3/6/2019 16:00:00,187.37
3/7/2019 16:00:00,186.94
3/8/2019 16:00:00,189.76
3/11/2019 16:00:00,200.39
3/12/2019 16:00:00,202.47
3/13/2019 16:00:00,205.51
3/14/2019 16:00:00,208.23
3/15/2019 16:00:00,205.98
3/18/2019 16:00:00,205.77
3/19/2019 16:00:00,202.09
3/20/2019 16:00:00,201.34
3/21/2019 16:00:00,205
3/22/2019 16:00:00,198.75
3/25/2019 16:00:00,201.45
3/26/2019 16:00:00,204.37
3/27/2019 16:00:00,200.08
3/28/2019 16:00:00,203.45
3/29/2019 16:00:00,206.62
4/1/2019 16:00:00,206.04
4/2/2019 16:00:00,201.46
4/3/2019 16:00:00,205.12
4/4/2019 16:00:00,194.75
4/5/2019 16:00:00,196.65
4/8/2019 16:00:00,200.24
4/9/2019 16:00:00,203.96
4/10/2019 16:00:00,206.5
4/11/2019 16:00:00,210.99
4/12/2019 16:00:00,214.83
4/15/2019 16:00:00,218.03
4/16/2019 16:00:00,215.4
4/17/2019 16:00:00,217.05
4/18/2019 16:00:00,220.72
4/22/2019 16:00:00,224.29
4/23/2019 16:00:00,223.44
4/24/2019 16:00:00,219.81
4/25/2019 16:00:00,218.97
4/26/2019 16:00:00,222.28
4/29/2019 16:00:00,225.79
4/30/2019 16:00:00,243.53
5/1/2019 16:00:00,245.16
5/2/2019 16:00:00,255.54
5/3/2019 16:00:00,264.03
5/6/2019 16:00:00,265.52
5/7/2019 16:00:00,258.69
5/8/2019 16:00:00,261.51
